Country,Region,  Ranking Status Index,  S | Status Index,  Ranking Democracy Status,  SI | Democracy Status,  Q1 | Stateness,  Q1.1 | Monopoly on the use of force,  Q1.2 | State identity,  Q1.3 | No interference of religious dogmas,  Q1.4 | Basic administration,  Q2 | Political Participation,  Q2.1 | Free and fair elections,  Q2.2 | Effective power to govern,  Q2.3 | Association / assembly rights,  Q2.4 | Freedom of expression,  Q3 | Rule of Law,  Q3.1 | Separation of powers,  Q3.2 | Independent judiciary,  Q3.3 | Prosecution of office abuse,  Q3.4 | Civil rights,  Q4 | Stability of Democratic Institutions,  Q4.1 | Performance of democratic institutions,  Q4.2 | Commitment to democratic institutions,  Q5 | Political and Social Integration,  Q5.1 | Party system,  Q5.2 | Interest groups,  Q5.4 | Social capital,  Ranking Economy Status,  SII | Economy Status,  Q6 | Level of Socioeconomic Development,  Q6.1 | Socioeconomic barriers,  Q7 | Organization of the Market and Competition,  Q7.1 | Market organization,  Q7.2 | Competition policy,  Q7.3 | Liberalization of foreign trade,  Q7.4 | Banking system,  Q8 | Monetary and Fiscal Stability,  Q8.1 | Monetary stability,  Q8.2 | Fiscal stability,  Q9 | Private Property,  Q9.1 | Property rights,  Q9.2 | Private enterprise,  Q10 | Welfare Regime,  Q10.1 | Social safety nets,  Q10.2 | Equal opportunity,  Q11 | Economic Performance,  Q11.1 | Output strength,  Q12 | Sustainability,  Q12.1 | Environmental policy,  Q12.2 | Education / R&D policy,  Ranking Governance Index,  G | Governance Index,  Q13 | Level of Difficulty,  Q13.1 | Structural constraints,  Q13.2 | Civil society traditions,  Q13.3 | Conflict intensity,  Q13.4 | GNI p.c. Atlas method rescaled,  Q13.5 | UN Educ. Index rescaled,  Q13.6 | BTI Stateness & Rule of Law,  GII | Governance Performance,  Q14 | Steering Capability,  Q14.1 | Prioritization,  Q14.2 | Implementation,  Q14.3 | Policy learning,  Q15 | Resource Efficiency,  Q15.1 | Efficient use of assets,  Q15.2 | Policy coordination,  Q15.3 | Anti-corruption policy,  Q16 | Consensus-Building,  Q16.1 | Consensus on goals,  Q16.2 | Anti-democratic actors,  Q16.3 | Cleavage / conflict management,  Q17 | International Cooperation,  Q17.1 | Effective use of support,  Q17.2 | Credibility,  Q17.3 | Regional cooperation,  Total,Democracy/Autocracy,  S | Status Index.1,  Category,Status Index,  SI | Democracy Status.1,  Category.1,Democracy Status,  SII | Economy Status.1,  Category.2,Economy Status,  G | Governance Index.1,  Category.3,Governance Index,  Q13 | Level of Difficulty.1,  Category.4,0.4,  GII | Governance Performance.1,  Category.5,Governance Performance,Year
Saudi Arabia,4,100,4.258333333,124,2.516666667,5.5,7,6,2,7,1.5,1,1,2,2,2.25,1,2,4,2,1,1,1,2.333333333,1,3,3,49,6,5,5,7,6,5,9,8,7,8,6,6.5,6,7,5,7,3,7,7,4.5,4,5,101,3.821759259,4.6875,4,10,4,1,2,7.125,4.333333333,4.333333333,4,4,5,5,4,6,5,3,4,2,3,5,5,4,6,6,Aut.,4.26,4,Very limited,2.52,5,Hard-line autocracy,6,3,Limited,3.82,4,Weak,4.7,3,Moderate,4.333333333,4,Flawed,2016
Senegal,3,51,6.110714286,34,7.15,7,7,9,6,6,8,8,8,8,8,6.5,6,6,7,7,8,7,9,6.25,4,5,7,79,5.071428571,2,2,5.5,4,6,6,6,7.5,8,7,7,7,7,4.5,4,5,5,5,4,5,3,16,6.650648148,6.375,7,5,4,9,9,4.25,7.233333333,6.333333333,6,7,6,6.333333333,6,7,6,7.6,9,8,8,8.666666667,9,8,9,0,Dem.,6.11,3,Limited,7.15,2,Defective democracy,5.07,3,Limited,6.65,2,Good,6.4,3,Moderate,7.233333333,2,Sound,2016
Serbia,1,21,7.425,21,7.85,9,9,9,8,10,8.5,9,9,9,7,7.25,7,7,7,8,7.5,7,8,7,7,7,7,30,7,6,6,9,8,9,10,9,7.5,8,7,7.5,7,8,7,7,7,5,5,7,7,7,21,6.3825,3.8125,5,4,3,5,3,2.875,7.4,7.333333333,8,7,7,7,7,7,7,7.6,9,8,7,7.666666667,8,8,7,0,Dem.,7.43,2,Advanced,7.85,2,Defective democracy,7,2,Advanced,6.38,2,Good,3.8,4,Minor,7.4,2,Sound,2016
Sierra Leone,3,71,5.369047619,53,6.416666667,7.5,8,8,9,5,7.25,8,7,8,6,5.5,5,5,5,7,6.5,6,7,5.333333333,7,5,4,101,4.321428571,1,1,5.25,3,6,7,5,5.5,5,6,6,5,7,3,3,3,6,6,3.5,4,3,52,5.351666667,7.25,10,6,4,9,10,4.5,5.7,5.666666667,5,6,6,4.333333333,4,4,5,5.8,6,7,5,7,7,7,7,0,Dem.,5.37,4,Very limited,6.42,2,Defective democracy,4.32,4,Very limited,5.35,3,Moderate,7.3,2,Substantial,5.7,3,Fair,2016
Singapore,7,25,7.16547619,72,5.366666667,10,10,10,10,10,3.25,5,2,3,3,5.75,3,5,9,6,2.5,3,2,5.333333333,8,3,5,5,8.964285714,9,9,9.75,10,9,10,10,9.5,10,9,8.5,9,8,8,8,8,9,9,9,8,10,32,5.958169367,2.520833333,1,6,3,1,1,3.125,7.145833333,5,5,5,5,9.333333333,9,10,9,5.25,7,2,7,9,8,9,10,5,Aut.,7.17,2,Advanced,5.37,4,Moderate autocracy,8.96,1,Highly advanced,5.96,2,Good,2.5,4,Minor,7.145833333,2,Sound,2016
Slovakia,1,9,8.746428571,10,8.85,9.5,10,9,9,10,9.75,10,10,10,9,8.25,8,8,8,9,8.5,8,9,8.25,7,9,8,8,8.642857143,9,9,9.5,9,9,10,10,9.5,10,9,9,9,9,8.5,9,8,8,8,7,7,7,9,6.957037037,1.6875,1,2,3,1,1,2.125,8.533333333,8,8,8,8,8,8,9,7,8.8,9,10,8,9.333333333,9,10,9,0,Dem.,8.75,1,Highly advanced,8.85,1,Democracy in consolidation,8.64,1,Highly advanced,6.96,2,Good,1.7,5,Negligible,8.533333333,1,Excellent,2016
Slovenia,1,7,9.010714286,7,9.2,9.75,10,10,9,10,9.5,10,10,10,8,9.25,10,9,9,9,9.5,9,10,8,7,9,9,7,8.821428571,10,10,9.25,9,9,10,9,9,10,8,9,9,9,9,9,9,7,7,8.5,9,8,18,6.471296296,1.25,1,1,2,1,1,1.5,8.033333333,7.333333333,8,7,7,7.333333333,7,8,7,8.8,10,10,7,8.666666667,8,9,9,0,Dem.,9.01,1,Highly advanced,9.2,1,Democracy in consolidation,8.82,1,Highly advanced,6.47,2,Good,1.3,5,Negligible,8.033333333,1,Excellent,2016
Somalia,5,129,1.375,129,1.5,2,1,3,3,1,1.5,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,3,129,1.25,1,1,1.75,2,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,123,2.080555556,9.583333333,10,9,9,10,10,9.5,2.1,1.666666667,2,1,2,1,1,1,1,2.4,3,2,2,3.333333333,3,3,4,7,Aut.,1.38,5,Failed,1.5,5,Hard-line autocracy,1.25,5,Rudimentary,2.08,5,Failed,9.6,1,Massive,2.1,5,Poor,2016
South Africa,5,26,7.05,25,7.6,7.75,7,8,9,7,7.75,8,8,7,8,7.25,7,9,6,7,8,8,8,7.25,7,8,6,33,6.5,5,5,8.5,9,8,8,9,7,7,7,7,7,7,6,6,6,6,6,6,7,5,26,6.137530864,4.083333333,6,3,5,4,3,3.5,7.066666667,7.333333333,8,7,7,5.666666667,5,7,5,7.6,8,9,7,7.666666667,8,8,7,0,Dem.,7.05,2,Advanced,7.6,2,Defective democracy,6.5,3,Limited,6.14,2,Good,4.1,4,Minor,7.066666667,2,Sound,2016
South Korea,7,11,8.571428571,13,8.5,10,10,10,10,10,8.25,9,10,7,7,8.25,9,9,7,8,8.5,8,9,7.5,7,8,7,8,8.642857143,9,9,8.5,9,8,9,8,8.5,9,8,9,10,8,8,8,8,9,9,8.5,7,10,11,6.88908179,1.979166667,1,5,2,1,1,1.875,8.383333333,7.666666667,9,7,7,8,8,9,7,8.2,10,10,8,9.666666667,10,10,9,0,Dem.,8.57,1,Highly advanced,8.5,1,Democracy in consolidation,8.64,1,Highly advanced,6.89,2,Good,2,5,Negligible,8.383333333,1,Excellent,2016
South Sudan,5,123,2.820238095,111,3.283333333,5.25,3,6,9,3,2.75,3,2,3,3,2.75,3,3,2,3,3,3,3,2.666666667,3,3,2,125,2.357142857,1,1,3.5,3,2,6,3,2.5,3,2,3.5,3,4,2.5,2,3,2,2,1.5,2,1,116,2.991975309,8.666666667,9,8,9,9,10,7,3.083333333,3,3,3,3,2.666666667,3,3,2,3,4,4,2,3.666666667,4,2,5,6,Aut.,2.82,5,Failed,3.28,5,Hard-line autocracy,2.36,5,Rudimentary,2.99,5,Failed,8.7,1,Massive,3.083333333,4,Flawed,2016
Sri Lanka,7,62,5.583333333,81,4.666666667,7.25,9,6,7,7,4.5,6,3,5,4,3.25,3,3,3,4,3,3,3,5.333333333,6,5,5,33,6.5,6,6,7.5,8,7,8,7,6.5,8,5,7,7,7,6,7,5,8,8,4.5,4,5,78,4.551466049,5.291666667,6,5,7,6,2,5.75,5.083333333,4.666666667,4,5,5,5,5,6,4,4,5,5,5,6.666666667,6,6,8,2,Aut.,5.58,3,Limited,4.67,4,Moderate autocracy,6.5,3,Limited,4.55,3,Moderate,5.3,3,Moderate,5.083333333,3,Fair,2016
Sudan,4,125,2.438095238,125,2.483333333,3,3,3,3,3,2.75,3,2,3,3,2,3,2,2,1,2,2,2,2.666666667,3,2,3,124,2.392857143,2,2,2.75,2,3,4,2,2.5,2,3,3.5,3,4,2,1,3,2,2,2,2,2,124,2.017746914,8.583333333,9,7,9,8,10,8.5,2.083333333,2,2,2,2,2,2,2,2,2,3,2,2,2.333333333,2,2,3,6,Aut.,2.44,5,Failed,2.48,5,Hard-line autocracy,2.39,5,Rudimentary,2.02,5,Failed,8.6,1,Massive,2.083333333,5,Poor,2016
Syria,4,127,1.796428571,128,1.7,2.25,1,3,4,1,1.75,2,1,2,2,1.5,2,2,1,1,1,1,1,2,2,2,2,126,1.892857143,1,1,2.25,2,2,2,3,1.5,1,2,3,3,3,1.5,1,2,2,2,2,2,2,128,1.199652778,8.1875,10,7,10,8,5,9.125,1.25,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,7,Aut.,1.8,5,Failed,1.7,5,Hard-line autocracy,1.89,5,Rudimentary,1.2,5,Failed,8.2,2,Substantial,1.25,5,Poor,2016
Taiwan,7,1,9.525,3,9.55,10,10,10,10,10,9.75,10,10,10,9,10,10,10,10,10,9.5,9,10,8.5,8,9,9,1,9.5,9,9,9.5,9,10,10,9,10,10,10,10,10,10,9,9,9,10,10,9,8,10,3,7.475802469,1.833333333,2,3,3,1,1,1,9.133333333,8.666666667,8,9,9,8.666666667,9,8,9,9.2,10,10,8,10,10,10,10,0,Dem.,9.53,1,Highly advanced,9.55,1,Democracy in consolidation,9.5,1,Highly advanced,7.48,1,Very good,1.8,5,Negligible,9.133333333,1,Excellent,2016
Tajikistan,6,109,3.596428571,102,3.55,7.5,9,7,8,6,2.5,2,2,3,3,2.75,3,3,2,3,2,2,2,3,3,2,4,112,3.642857143,4,4,3.5,4,3,4,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,113,3.269969136,6.645833333,8,9,5,8,4,5.875,3.533333333,3.666666667,4,3,4,3.333333333,3,5,2,2.8,3,2,2,4.333333333,5,3,5,6,Aut.,3.6,5,Failed,3.55,5,Hard-line autocracy,3.64,4,Very limited,3.27,4,Weak,6.6,2,Substantial,3.533333333,4,Flawed,2016
Tanzania,5,62,5.575,59,6.15,7.25,8,7,8,6,6.75,7,8,6,6,5.5,6,6,4,6,6,6,6,5.25,6,4,5,80,5,3,3,5.5,5,5,6,6,7,7,7,6,6,6,4.5,5,4,6,6,3,3,3,60,5.136265432,6.770833333,7,7,5,9,8,4.625,5.533333333,5.666666667,5,6,6,4,4,4,4,5.8,6,7,6,6.666666667,7,6,7,0,Dem.,5.58,3,Limited,6.15,2,Defective democracy,5,3,Limited,5.14,3,Moderate,6.8,2,Substantial,5.533333333,3,Fair,2016
Thailand,7,88,4.792857143,110,3.3,6.75,7,7,6,7,1.5,1,1,2,2,3.25,2,3,5,3,1,1,1,4,3,4,5,42,6.285714286,6,6,6.5,6,5,7,8,8,8,8,7,7,7,5.5,6,5,5,5,6,6,6,98,3.931111111,5.666666667,6,6,7,5,4,6,4.35,4.666666667,4,6,4,4.666666667,5,4,5,2.4,3,2,2,5.666666667,5,6,6,6,Aut.,4.79,4,Very limited,3.3,5,Hard-line autocracy,6.29,3,Limited,3.93,4,Weak,5.7,3,Moderate,4.35,4,Flawed,2016
Togo,3,93,4.703571429,78,4.8,7.75,8,8,9,6,4.25,4,2,6,5,4,3,4,4,5,3,3,3,5,4,5,6,90,4.607142857,2,2,4.75,4,4,6,5,7.5,8,7,5,5,5,3.5,3,4,6,6,3.5,3,4,70,4.844097222,6.520833333,7,6,5,10,6,5.125,5.25,4.666666667,4,5,5,4.666666667,5,5,4,5,5,5,5,6.666666667,7,6,7,3,Aut.,4.7,4,Very limited,4.8,4,Moderate autocracy,4.61,4,Very limited,4.84,3,Moderate,6.5,2,Substantial,5.25,3,Fair,2016
Tunisia,4,50,6.15,54,6.3,7.5,7,9,7,7,7.5,9,8,7,6,5.5,7,6,4,5,5.5,5,6,5.5,5,7,5,49,6,5,5,5.5,5,5,7,5,7.5,8,7,6,6,6,6,6,6,6,6,6,6,6,54,5.329012346,5.416666667,6,7,6,5,4,4.5,5.933333333,5.333333333,6,4,6,5,5,7,3,6.4,7,6,6,7,6,7,8,0,Dem.,6.15,3,Limited,6.3,2,Defective democracy,6,3,Limited,5.33,3,Moderate,5.4,3,Moderate,5.933333333,3,Fair,2016
Turkey,4,23,7.303571429,33,7.25,7.75,8,8,6,9,7.25,8,10,6,5,6.25,7,6,6,6,8,7,9,7,7,7,6,23,7.357142857,5,5,8.5,8,8,9,9,8,8,8,9.5,9,10,7,7,7,8,8,5.5,4,7,29,6.055123457,3.833333333,5,5,4,2,3,4,7.016666667,7.666666667,8,8,7,6.666666667,6,9,5,6.4,8,8,6,7.333333333,9,7,6,0,Dem.,7.3,2,Advanced,7.25,2,Defective democracy,7.36,2,Advanced,6.06,2,Good,3.8,4,Minor,7.016666667,2,Sound,2016
Turkmenistan,6,116,3.389285714,121,2.85,8,10,7,9,6,1,1,1,1,1,2.25,2,2,3,2,1,1,1,2,2,2,2,108,3.928571429,4,4,2,2,2,2,2,3.5,2,5,3.5,4,3,4,4,4,7,7,3.5,3,4,122,2.413557099,4.979166667,4,10,3,4,3,5.875,2.716666667,2.666666667,3,3,2,2,2,2,2,2.2,2,1,4,4,4,3,5,6,Aut.,3.39,5,Failed,2.85,5,Hard-line autocracy,3.93,4,Very limited,2.41,5,Failed,5,3,Moderate,2.716666667,5,Poor,2016
Uganda,5,49,6.192857143,47,6.6,7.75,8,8,8,7,5.5,6,6,5,5,5.75,6,7,4,6,7,7,7,7,7,7,6,60,5.785714286,3,3,6.5,6,6,7,7,8,8,8,6.5,5,8,4.5,3,6,7,7,5,5,5,41,5.700555556,6.375,7,5,6,9,7,4.25,6.2,7,7,7,7,5.333333333,5,7,4,5.8,7,6,5,6.666666667,7,6,7,0,Dem.,6.19,3,Limited,6.6,2,Defective democracy,5.79,3,Limited,5.7,2,Good,6.4,3,Moderate,6.2,2,Sound,2016
Ukraine,6,52,6.053571429,38,6.75,7.25,5,8,9,7,7.75,8,6,9,8,6.25,7,6,5,7,7,6,8,5.5,3,6,7,73,5.357142857,5,5,6.5,6,6,8,6,5.5,6,5,7,7,7,6.5,6,7,2,2,5,4,6,63,5.024444444,5.375,8,4,9,6,1,4.25,5.6,5.666666667,5,5,7,4.666666667,4,6,4,5.4,7,6,4,6.666666667,6,6,8,0,Dem.,6.05,3,Limited,6.75,2,Defective democracy,5.36,3,Limited,5.02,3,Moderate,5.4,3,Moderate,5.6,3,Fair,2016
United Arab Emirates,4,52,6.046428571,90,3.95,8.5,10,7,7,10,1.75,2,1,2,2,4,2,3,7,4,2.5,2,3,3,1,2,6,14,8.142857143,8,8,8,8,7,9,8,9,8,10,7,6,8,7.5,8,7,10,10,7.5,6,9,51,5.359239969,3.458333333,2,9,1,1,3,4.75,6.270833333,5,5,5,5,7.333333333,7,9,6,4.75,7,1,7,8,8,7,9,5,Aut.,6.05,3,Limited,3.95,5,Hard-line autocracy,8.14,1,Highly advanced,5.36,3,Moderate,3.5,4,Minor,6.270833333,2,Sound,2016
Uruguay,2,4,9.260714286,1,9.95,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.75,10,10,9,10,8.571428571,8,8,8.5,8,8,9,9,9,9,9,10,10,10,9,9,9,8,8,7.5,8,7,1,7.556851852,1.5,2,2,1,1,2,1,9.316666667,9,9,9,9,8.666666667,8,9,9,9.6,10,10,9,10,10,10,10,0,Dem.,9.26,1,Highly advanced,9.95,1,Democracy in consolidation,8.57,1,Highly advanced,7.56,1,Very good,1.5,5,Negligible,9.316666667,1,Excellent,2016
Uzbekistan,6,115,3.401190476,117,3.016666667,7.5,9,7,8,6,2,2,2,2,2,2.25,2,2,3,2,1,1,1,2.333333333,2,2,3,110,3.785714286,4,4,2.5,2,3,2,3,3.5,3,4,3,3,3,4.5,4,5,4,4,5,5,5,125,1.945177469,6.354166667,7,9,5,8,3,6.125,2.116666667,2,2,3,1,2.333333333,2,3,2,1.8,2,1,3,2.333333333,2,2,3,6,Aut.,3.4,5,Failed,3.02,5,Hard-line autocracy,3.79,4,Very limited,1.95,5,Failed,6.4,3,Moderate,2.116666667,5,Poor,2016
Venezuela,2,105,4.044047619,89,4.016666667,7.5,6,9,10,5,4,6,2,4,4,2.75,3,2,2,4,2.5,3,2,3.333333333,3,3,4,106,4.071428571,6,6,4,3,3,4,6,2,2,2,3.5,3,4,6.5,6,7,2,2,4.5,3,6,126,1.866676312,4.145833333,4,4,6,2,3,5.875,2.145833333,1.666666667,2,2,1,2,2,2,2,2.25,3,2,1,2.666666667,2,2,4,2,Aut.,4.04,4,Very limited,4.02,4,Moderate autocracy,4.07,4,Very limited,1.87,5,Failed,4.1,4,Minor,2.145833333,5,Poor,2016
Vietnam,7,91,4.722619048,103,3.516666667,9,10,9,10,7,2.25,2,2,3,2,2.5,2,2,3,3,1.5,1,2,2.333333333,1,3,3,53,5.928571429,5,5,5.5,4,6,8,4,7,7,7,4.5,4,5,5.5,5,6,8,8,6,6,6,69,4.853425926,6.208333333,5,9,4,8,6,5.25,5.3,5,5,5,5,5,5,6,4,4.2,6,2,6,7,6,7,8,6,Aut.,4.72,4,Very limited,3.52,5,Hard-line autocracy,5.93,3,Limited,4.85,3,Moderate,6.2,3,Moderate,5.3,3,Fair,2016
Yemen,4,121,2.908333333,122,2.816666667,2.75,2,3,3,3,3,4,1,4,3,3,3,4,3,2,2,2,2,3.333333333,4,4,2,117,3,1,1,4.5,4,3,7,4,4,4,4,4,3,5,2.5,3,2,2,2,3,3,3,101,3.820162037,8.520833333,10,6,9,8,10,8.125,3.95,3,3,2,4,2.333333333,2,1,4,3.8,3,2,3,6.666666667,6,5,9,6,Aut.,2.91,5,Failed,2.82,5,Hard-line autocracy,3,4,Very limited,3.82,4,Weak,8.5,1,Massive,3.95,4,Flawed,2016
Zambia,5,61,5.696428571,57,6.25,8,9,8,9,6,6.75,8,8,5,6,5.25,6,6,4,5,6,6,6,5.25,4,5,6,77,5.142857143,3,3,6.5,6,6,6,8,7,7,7,5.5,5,6,4.5,4,5,6,6,3.5,3,4,58,5.185426312,5.729166667,7,6,4,8,5,4.375,5.729166667,5.666666667,6,6,5,4,5,4,3,6.25,7,6,6,7,7,7,7,0,Dem.,5.7,3,Limited,6.25,2,Defective democracy,5.14,3,Limited,5.19,3,Moderate,5.7,3,Moderate,5.729166667,3,Fair,2016
Zimbabwe,5,107,3.832142857,87,4.2,7.25,8,7,9,5,3.5,3,2,5,4,3.25,3,4,2,4,3,3,3,4,4,4,4,115,3.464285714,3,3,4.25,4,4,4,5,5.5,7,4,2.5,2,3,3,3,3,3,3,3,2,4,120,2.713333333,6.625,7,6,5,9,7,5.75,2.933333333,2.666666667,3,2,3,2.333333333,3,2,2,3.4,3,2,3,3.333333333,4,2,4,3,Aut.,3.83,5,Failed,4.2,4,Moderate autocracy,3.46,4,Very limited,2.71,5,Failed,6.6,2,Substantial,2.933333333,5,Poor,2016
Afghanistan,7,122,2.96547619,120,2.966666667,3.5,3,6,3,2,3.25,3,2,4,4,2.75,4,3,2,2,3,3,3,2.333333333,2,3,2,120,2.964285714,1,1,2.75,3,2,3,3,5,6,4,3.5,2,5,1.5,1,2,5,5,2,2,2,115,3.302762346,9.145833333,10,10,9,9,9,7.875,3.366666667,3,3,3,3,2,2,3,1,3.8,3,4,4,4.666666667,5,3,6,4,Aut.,2.97,5,Failed,2.97,5,Hard-line autocracy,2.96,5,Rudimentary,3.3,4,Weak,9.1,1,Massive,3.366666667,4,Flawed,2014
Albania,1,38,6.546428571,43,6.7,8.5,9,8,10,7,7,6,7,8,7,5,4,4,4,8,6.5,5,8,6.5,6,6,6,41,6.392857143,5,5,7.75,6,8,10,7,8,9,7,7,7,7,6,6,6,6,6,5,5,5,57,5.16970679,4.541666667,6,7,3,5,2,4.25,5.883333333,5.666666667,6,6,5,4.666666667,4,6,4,6.2,8,7,5,7,6,6,9,0,Dem.,6.55,3,Limited,6.7,2,Defective democracy,6.39,3,Limited,5.17,3,Moderate,4.5,3,Moderate,5.883333333,3,Fair,2014
Algeria,4,79,5.114285714,79,4.8,7.25,7,8,6,8,5,6,2,6,6,4.25,4,4,4,5,2.5,3,2,5,4,6,5,70,5.428571429,5,5,4.5,4,4,6,4,7,6,8,4.5,5,4,5.5,6,5,7,7,4.5,5,4,77,4.575833333,5.375,7,5,7,5,3,5.25,5.1,4.666666667,5,5,4,4.666666667,4,5,5,5.4,5,4,6,5.666666667,5,6,6,1,Aut.,5.11,4,Very limited,4.8,4,Moderate autocracy,5.43,3,Limited,4.58,3,Moderate,5.4,3,Moderate,5.1,3,Fair,2014
Angola,5,96,4.435714286,84,4.55,7.25,8,8,9,4,4,4,3,4,5,3.5,3,3,3,5,3,3,3,5,6,4,5,97,4.321428571,2,2,3.75,4,2,5,4,7,7,7,4,4,4,3,2,4,7,7,3.5,3,4,97,3.958942901,6.270833333,6,8,4,6,8,5.625,4.316666667,5,5,5,5,3.666666667,4,5,2,3.6,5,3,5,5,4,5,6,3,Aut.,4.44,4,Very limited,4.55,4,Moderate autocracy,4.32,4,Very limited,3.96,4,Weak,6.3,3,Moderate,4.316666667,4,Flawed,2014
Argentina,2,34,6.757142857,26,7.55,9,8,10,10,8,8.75,9,8,10,8,5.75,5,6,5,7,7,6,8,7.25,6,7,7,52,5.964285714,7,7,5.25,6,5,4,6,5,4,6,6.5,6,7,6.5,6,7,6,6,5.5,5,6,61,5.009992284,3.104166667,4,4,4,2,1,3.625,5.916666667,5.666666667,6,6,5,5,5,5,5,7,8,8,6,6,6,4,8,0,Dem.,6.76,3,Limited,7.55,2,Defective democracy,5.96,3,Limited,5.01,3,Moderate,3.1,4,Minor,5.916666667,3,Fair,2014
Armenia,6,62,5.710714286,70,5.35,8.5,9,9,9,7,4.5,5,2,6,5,4.75,4,4,5,6,3,3,3,6,6,6,6,48,6.071428571,4,4,6.5,7,4,9,6,7,8,6,8,8,8,5.5,6,5,6,6,5.5,6,5,69,4.838263889,4.229166667,6,5,3,6,1,4.375,5.55,4.666666667,5,5,4,5.333333333,6,5,5,5.2,6,6,5,7,7,7,7,2,Aut.,5.71,3,Limited,5.35,4,Moderate autocracy,6.07,3,Limited,4.84,3,Moderate,4.2,4,Minor,5.55,3,Fair,2014
Azerbaijan,6,88,4.708333333,100,3.916666667,7.5,7,7,9,7,3,3,2,4,3,3.75,3,4,4,4,2,2,2,3.333333333,3,4,3,67,5.5,5,5,4.5,4,3,5,6,6.5,7,6,5.5,4,7,6,6,6,6,6,5,6,4,97,3.961736111,5.0625,6,7,4,5,3,5.375,4.45,4.333333333,5,4,4,3.333333333,4,3,3,3.8,6,3,4,6.333333333,6,7,6,4,Aut.,4.71,4,Very limited,3.92,5,Hard-line autocracy,5.5,3,Limited,3.96,4,Weak,5.1,3,Moderate,4.45,4,Flawed,2014
Bahrain,4,75,5.342857143,106,3.65,6.75,7,6,6,8,2.5,3,1,3,3,4,4,4,4,4,1,1,1,4,3,6,3,30,7.035714286,6,6,7.75,8,5,8,10,8,8,8,7.5,8,7,6,8,4,8,8,6,5,7,102,3.941628086,4.270833333,4,5,8,1,2,5.625,4.516666667,3.666666667,4,4,3,4.666666667,4,5,5,3.4,5,3,2,6.333333333,5,6,8,4,Aut.,5.34,4,Very limited,3.65,5,Hard-line autocracy,7.04,2,Advanced,3.94,4,Weak,4.3,4,Minor,4.516666667,4,Flawed,2014
Bangladesh,7,64,5.689285714,62,5.95,7,6,9,7,6,6.75,8,6,7,6,4.25,5,5,3,4,5.5,5,6,6.25,6,5,6,70,5.428571429,4,4,5.5,4,6,7,5,6,6,6,6.5,6,7,4,4,4,7,7,5,6,4,85,4.377615741,7.0625,7,6,7,9,8,5.375,4.683333333,3.333333333,3,4,3,3.333333333,3,4,3,5.4,6,6,4,6.666666667,7,6,7,0,Dem.,5.69,3,Limited,5.95,3,Highly defective democracy,5.43,3,Limited,4.38,3,Moderate,7.1,2,Substantial,4.683333333,4,Flawed,2014
Belarus,6,101,4.305952381,99,3.933333333,8.5,10,8,9,7,2.5,2,2,3,3,3,2,4,4,2,2,2,2,3.666666667,3,4,4,90,4.678571429,7,7,4.25,4,5,6,2,3,3,3,2.5,3,2,5.5,6,5,5,5,5.5,6,5,119,2.79720679,4.541666667,6,7,3,5,1,5.25,3.183333333,2.666666667,3,3,2,4.333333333,4,5,4,2.4,2,2,3,3.333333333,4,2,4,6,Aut.,4.31,4,Very limited,3.93,5,Hard-line autocracy,4.68,4,Very limited,2.8,5,Failed,4.5,3,Moderate,3.183333333,4,Flawed,2014
Benin,3,42,6.364285714,26,7.55,8.5,9,9,10,6,8.25,8,9,9,7,6.5,7,7,4,8,7.5,7,8,7,5,8,6,75,5.178571429,3,3,5.75,4,5,7,7,7,7,7,5.5,5,6,4.5,4,5,6,6,4.5,5,4,32,6.037037037,5.75,8,3,2,9,9,3.5,6.666666667,5.666666667,5,5,7,4.666666667,4,6,4,8,8,9,9,8.333333333,7,9,9,0,Dem.,6.36,3,Limited,7.55,2,Defective democracy,5.18,3,Limited,6.04,2,Good,5.8,3,Moderate,6.666666667,2,Sound,2014
Bhutan,7,63,5.7,54,6.4,7,8,6,7,7,7,8,7,6,7,7,7,7,8,6,7,7,7,4,4,3,5,80,5,4,4,3.5,3,3,4,4,5.5,4,7,5.5,6,5,4,3,5,7,7,5.5,7,4,23,6.265432099,6.666666667,6,9,4,7,10,4,6.766666667,6.333333333,6,7,6,7,7,7,7,5.4,6,7,7,8.333333333,9,9,7,0,Dem.,5.7,3,Limited,6.4,2,Defective democracy,5,3,Limited,6.27,2,Good,6.7,2,Substantial,6.766666667,2,Sound,2014
Bolivia,2,39,6.496428571,37,7.1,8.25,7,9,10,7,8.5,9,8,9,8,6,7,6,5,6,6.5,7,6,6.25,6,7,5,53,5.892857143,4,4,5.75,4,6,6,7,8,8,8,4.5,5,4,5,5,5,9,9,5,5,5,54,5.337253086,5.479166667,7,6,6,8,2,3.875,5.933333333,6.333333333,7,6,6,4.666666667,4,6,4,6.4,5,7,5,6.333333333,7,5,7,0,Dem.,6.5,3,Limited,7.1,2,Defective democracy,5.89,3,Limited,5.34,3,Moderate,5.5,3,Moderate,5.933333333,3,Fair,2014
